Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,label
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4464285714285714,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0855067679102013,0.1176470588235294,2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,1.0,0.6666666666666666,1.0,0.0,0.0,0.1000880378562781,0.088235294117647,7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3035714285714285,1.0,0.3333333333333333,1.0,0.0,0.0,0.0618465940354352,0.0294117647058823,7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3571428571428571,1.0,0.3333333333333333,1.0,0.0,0.0,0.0096841641906019,0.0294117647058823,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4107142857142857,0.0,0.6666666666666666,0.5,1.0,1.0,0.008748761967646,0.1176470588235294,5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2678571428571428,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.1191262242764388,0.0441176470588235,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142858,1.0,0.6666666666666666,1.0,0.0,0.0,0.3623858259051392,0.8235294117647058,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035714285714285,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0915043468691537,0.2058823529411764,4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.6666666666666666,1.0,0.0,0.0,0.2074391988555078,0.2941176470588235,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3090128755364807,0.2058823529411764,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,1.0,0.3333333333333333,0.5,0.0,0.0,0.055793991416309,0.1176470588235294,4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,0.0673489600528227,0.1176470588235294,3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1071428571428571,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.2473863761417409,0.6029411764705882,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.6666666666666666,0.0,0.0,0.0,0.3224386486189061,0.6470588235294117,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3214285714285714,1.0,0.6666666666666666,1.0,0.0,1.0,0.1017937713216683,0.2058823529411764,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3214285714285714,1.0,0.6666666666666666,1.0,0.0,1.0,0.0536480686695279,0.088235294117647,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0892857142857143,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0114449213161659,0.0735294117647058,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1964285714285714,1.0,1.0,1.0,0.6666666666666666,0.0,0.1146142841421811,0.3823529411764705,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0499614834378782,0.1176470588235294,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4464285714285714,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3276108726752503,0.2058823529411764,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892857142857143,1.0,0.6666666666666666,0.5,0.3333333333333333,0.0,0.3266754704522945,0.3823529411764705,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964285714285714,0.0,0.3333333333333333,0.0,0.0,0.0,0.324254429404644,0.6470588235294117,6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,0.0628920435787388,0.1029411764705882,6
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3571428571428571,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.1127434796962694,0.4705882352941176,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.5,0.6666666666666666,0.0,0.0606360735116099,0.0294117647058823,6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,1.0,0.3333333333333333,1.0,0.0,0.0,0.3839551006932981,0.1029411764705882,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1607142857142857,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.1003081324969736,0.1176470588235294,5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1785714285714285,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.1146142841421811,0.2941176470588235,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,1.0,1.0,0.0,0.3333333333333333,0.3144602178936943,0.338235294117647,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1071428571428571,1.0,0.6666666666666666,1.0,0.0,0.0,0.0556839440959612,0.1176470588235294,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.6666666666666666,1.0,0.0,0.0,0.1721140090238802,0.2058823529411764,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785714285714286,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.1086717288434026,0.4705882352941176,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.3333333333333333,1.0,0.0,0.0,0.0293276108726752,0.0294117647058823,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5892857142857142,1.0,1.0,1.0,0.0,0.3333333333333333,0.3421371189611533,0.1176470588235294,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2142857142857142,0.0,0.6666666666666666,1.0,0.0,0.0,0.5126004181798173,0.4705882352941176,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,1.0,1.0,0.0,1.0,0.0941454825574997,0.2058823529411764,6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.3333333333333333,0.5,0.0,0.0,0.3289864641795972,0.4705882352941176,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0627819962583911,0.0735294117647058,4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5535714285714286,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0708154506437768,0.1617647058823529,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.3333333333333333,0.0937052932761087,0.4705882352941176,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.7797402883239792,0.6470588235294117,4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.6666666666666666,1.0,0.0,0.0,0.1612743479696269,0.2941176470588235,5
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5178571428571428,1.0,0.6666666666666666,1.0,0.0,0.0,0.2718168812589414,0.338235294117647,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1785714285714285,0.0,0.6666666666666666,1.0,0.0,0.0,0.1057004511940134,0.1176470588235294,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535714285714286,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0416529107516231,0.1176470588235294,2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3214285714285714,1.0,0.6666666666666666,0.0,0.0,0.0,0.0863321228128095,0.4705882352941176,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1071428571428571,0.0,0.6666666666666666,1.0,0.0,0.0,0.1179707274127875,0.4705882352941176,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,0.0,0.6666666666666666,1.0,0.0,0.0,0.4337515131506548,0.4705882352941176,6
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4821428571428571,1.0,0.3333333333333333,0.5,0.0,0.0,0.0264113568834598,0.0441176470588235,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,0.0502916253989215,0.0588235294117647,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571428571428,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3138549576317817,0.5588235294117647,4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3749999999999999,1.0,1.0,1.0,0.0,0.0,0.0950258611202817,0.4705882352941176,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8392857142857144,1.0,1.0,0.0,0.0,0.0,0.0702101903818642,0.1176470588235294,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2678571428571428,1.0,0.6666666666666666,1.0,0.0,0.0,0.2044128975459447,0.5588235294117647,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.2487619676460878,0.1029411764705882,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,1.0,0.3333333333333333,1.0,0.0,0.0,0.5054473423572136,0.7352941176470588,2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0535714285714286,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.1970947507428194,0.3823529411764705,7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4464285714285714,0.0,0.6666666666666666,1.0,0.0,0.0,0.3132496973698691,0.2941176470588235,5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4999999999999999,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0529877847474414,0.1617647058823529,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892857142857143,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0725211841091669,0.2058823529411764,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6964285714285714,0.0,0.3333333333333333,1.0,0.0,0.0,0.0828106085616815,0.2941176470588235,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5892857142857142,1.0,0.3333333333333333,1.0,0.0,0.0,0.1136238582590514,0.088235294117647,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.0,1.0,1.0,0.0,0.0,0.0639374931220424,0.1176470588235294,4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0574997248816991,0.2058823529411764,3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4999999999999999,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6802024870694399,0.4705882352941176,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,1.0,1.0,0.3333333333333333,0.0,0.1099922966875756,0.2058823529411764,2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1607142857142857,1.0,0.6666666666666666,1.0,0.0,0.0,0.0472103004291845,0.1176470588235294,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6607142857142858,1.0,0.6666666666666666,1.0,0.0,0.0,0.0202487069439859,0.1176470588235294,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,0.6666666666666666,1.0,0.0,0.0,0.0637724221415208,0.1176470588235294,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.3333333333333333,1.0,0.0,0.0,0.0300979421151094,0.1176470588235294,5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0178571428571428,1.0,0.6666666666666666,0.5,0.0,1.0,0.1852646638054363,0.2941176470588235,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0587652690656982,0.1176470588235294,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6964285714285714,1.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.8635963464289644,0.7352941176470588,4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.6666666666666666,1.0,0.0,0.0,0.0969516892263673,0.1176470588235294,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678571428571428,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.1305161219324309,0.2058823529411764,4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3035714285714285,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.1148343787828766,0.4705882352941176,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035714285714285,1.0,1.0,0.5,0.0,0.3333333333333333,0.3745460548035655,0.2352941176470588,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571428571428,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0670738417519533,0.2941176470588235,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0892857142857143,1.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.1140640475404424,0.4705882352941176,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0892857142857143,0.0,0.6666666666666666,1.0,0.0,0.0,0.0375261362385825,0.0294117647058823,5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.0918344888301969,0.0735294117647058,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.6666666666666666,0.5,0.0,0.0,0.1207769340816551,0.1176470588235294,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3571428571428571,1.0,1.0,1.0,0.0,0.3333333333333333,0.6431165401122483,0.2941176470588235,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,1.0,1.0,1.0,0.0,0.0,0.3415868823594145,0.2058823529411764,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2321428571428571,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3206778914933421,0.1176470588235294,2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1964285714285714,0.0,0.6666666666666666,1.0,0.0,0.0,0.4110817651590184,0.2941176470588235,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0638274458016947,0.1470588235294117,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.0659733685484758,0.0294117647058823,4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.6666666666666666,0.5,0.0,1.0,0.0078133597446902,0.1617647058823529,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607142857142857,1.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3306921976449873,0.2058823529411764,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071428571428571,0.0,0.6666666666666666,1.0,0.0,0.0,0.4184549356223176,0.4705882352941176,6
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0786838340486409,0.1176470588235294,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4999999999999999,1.0,0.6666666666666666,1.0,0.0,0.0,0.1831187410586552,0.6470588235294117,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1964285714285714,0.0,1.0,1.0,0.0,0.0,0.3809838230439089,0.5588235294117647,5
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.6666666666666666,0.5,0.0,0.0,0.1035545284472323,0.088235294117647,3
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.2218003741608891,0.4264705882352941,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035714285714285,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.116430064927919,0.1176470588235294,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1071428571428571,0.0,0.6666666666666666,1.0,0.0,0.0,0.0872125013755915,0.25,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571428571428,0.0,1.0,0.5,0.0,0.0,0.1990756025090789,0.2941176470588235,6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0892857142857143,1.0,0.3333333333333333,0.5,0.0,0.0,0.0835259161439418,0.1176470588235294,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142858,1.0,0.6666666666666666,0.0,0.0,1.0,0.0292175635523275,0.088235294117647,2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.0921096071310663,0.2058823529411764,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,0.6666666666666666,1.0,0.0,0.0,0.1029492681853196,0.1176470588235294,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3749999999999999,1.0,0.3333333333333333,1.0,0.0,0.0,0.0248156707384175,0.1176470588235294,1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1964285714285714,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0214042038076372,0.1176470588235294,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2678571428571428,1.0,1.0,1.0,0.0,0.3333333333333333,0.0885880928799383,0.1176470588235294,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.0,0.6666666666666666,1.0,0.0,0.0,0.1787718719049191,0.1176470588235294,6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892857142857143,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.4532298888522064,0.6470588235294117,6
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1785714285714285,1.0,0.6666666666666666,1.0,0.0,0.0,0.3651920325740068,0.4705882352941176,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.3333333333333333,1.0,0.0,0.0,0.1352481567073842,0.1617647058823529,7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4999999999999999,1.0,0.6666666666666666,0.0,0.0,0.0,0.0954110267414988,0.2058823529411764,7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0357142857142857,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.5444040937603168,0.8235294117647058,5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3392857142857142,0.0,0.6666666666666666,1.0,0.0,0.0,0.054473423572136,0.1176470588235294,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.6666666666666666,1.0,1.0,0.0,0.4601628700341146,0.338235294117647,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8392857142857144,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0283922086497193,0.1176470588235294,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.1363486299108617,0.1617647058823529,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4464285714285714,0.0,0.3333333333333333,0.5,0.0,1.0,0.0897435897435897,0.1176470588235294,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,1.0,0.0,1.0,1.0,1.0,0.0252558600198085,0.0294117647058823,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1964285714285714,0.0,1.0,1.0,0.0,0.3333333333333333,0.2500825354902608,0.4705882352941176,5
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1428571428571428,1.0,1.0,1.0,0.0,0.0,0.1742049081104875,0.338235294117647,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0535714285714286,1.0,0.6666666666666666,1.0,0.0,0.0,0.121712336304611,0.2058823529411764,7
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.6666666666666666,1.0,0.0,0.0,0.1121382194343567,0.25,3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964285714285714,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.1824584571365687,0.6470588235294117,4
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.6666666666666666,1.0,0.0,0.0,0.0335644327060636,0.0294117647058823,6
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0237702211951139,0.1176470588235294,6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1607142857142857,1.0,0.6666666666666666,1.0,0.0,0.0,0.2817761637504127,0.4705882352941176,7
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4821428571428571,1.0,0.6666666666666666,1.0,1.0,0.0,0.0732915153516011,0.2058823529411764,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4107142857142857,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0603059315505667,0.0294117647058823,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3392857142857142,1.0,0.6666666666666666,1.0,0.0,0.0,0.0921096071310663,0.088235294117647,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0892857142857143,1.0,0.6666666666666666,1.0,0.0,1.0,0.3080224496533509,0.4705882352941176,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1785714285714285,0.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.4131176405854517,0.2941176470588235,6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035714285714285,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3695939253879168,0.2941176470588235,4
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0178571428571428,0.0,0.6666666666666666,0.5,0.0,0.0,0.0567844172994387,0.1176470588235294,3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5178571428571428,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.057114559260482,0.0735294117647058,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4642857142857142,1.0,0.3333333333333333,1.0,0.0,0.0,0.0048971057554748,0.1176470588235294,0
