date_time,holiday,temp,traffic_volume
2016-01-06 01:00:00,None,270.72,555
2016-01-06 02:00:00,None,270.85,426
2016-01-06 03:00:00,None,270.59,475
2016-01-06 04:00:00,None,269.84,1007
2016-01-06 05:00:00,None,269.3,2772
2016-01-06 06:00:00,None,269.53,5765
2016-01-06 07:00:00,None,269.64,6716
2016-01-06 08:00:00,None,269.74,5910
2016-01-06 09:00:00,None,269.84,5104
2016-01-06 10:00:00,None,270.75,4836
2016-01-06 11:00:00,None,271.66,4568
2016-01-06 12:00:00,None,272.56,4699
2016-01-06 13:00:00,None,273.2,4889
2016-01-06 14:00:00,None,273.305,5256
2016-01-06 15:00:00,None,273.41,5623
2016-01-06 16:00:00,None,273.33500000000004,5847
2016-01-06 17:00:00,None,273.26,6071
2016-01-06 18:00:00,None,272.955,4443
2016-01-06 19:00:00,None,272.65,2815
2016-01-06 20:00:00,None,272.56,2446
2016-01-06 21:00:00,None,272.47,2077
2016-01-06 22:00:00,None,272.43,1502
2016-01-06 23:00:00,None,272.39,926
2016-01-07 00:00:00,None,272.54,558
2016-01-07 01:00:00,None,272.49,323
2016-01-07 02:00:00,None,272.54,315
2016-01-07 03:00:00,None,272.49,524
2016-01-07 04:00:00,None,272.49,1081
2016-01-07 05:00:00,None,272.54,2842
2016-01-07 06:00:00,None,272.565,4556
2016-01-07 07:00:00,None,272.59,6270
2016-01-07 08:00:00,None,272.635,5554
2016-01-07 09:00:00,None,272.68,4839
2016-01-07 10:00:00,None,273.015,4678
2016-01-07 11:00:00,None,273.35,4517
2016-01-07 12:00:00,None,273.74,4879
2016-01-07 13:00:00,None,273.74,4738
2016-01-07 14:00:00,None,273.77,5274
2016-01-07 15:00:00,None,273.8,5811
2016-01-07 16:00:00,None,273.74,6438
2016-01-07 17:00:00,None,273.72,5325
2016-01-07 18:00:00,None,273.7,4212
2016-01-07 19:00:00,None,273.68,3099
2016-01-07 20:00:00,None,273.61,3004
2016-01-07 21:00:00,None,273.54,2910
2016-01-07 22:00:00,None,273.53,2076
2016-01-07 23:00:00,None,273.52,1241
2016-01-08 00:00:00,None,273.35,628
2016-01-08 01:00:00,None,273.28,359
2016-01-08 02:00:00,None,273.25,380
2016-01-08 03:00:00,None,273.22,401
2016-01-08 04:00:00,None,273.02,815
2016-01-08 05:00:00,None,273.08,2547
2016-01-08 06:00:00,None,272.995,4254
2016-01-08 07:00:00,None,272.91,5960
2016-01-08 08:00:00,None,272.94500000000005,5354
2016-01-08 09:00:00,None,272.98,4749
2016-01-08 10:00:00,None,273.71,4428
2016-01-08 11:00:00,None,273.815,4654
2016-01-08 12:00:00,None,273.92,4879
2016-01-08 13:00:00,None,273.8,4933
2016-01-08 14:00:00,None,273.735,5240
2016-01-08 15:00:00,None,273.67,5548
2016-01-08 16:00:00,None,273.115,5765
2016-01-08 17:00:00,None,272.56,5982
2016-01-08 18:00:00,None,271.945,4608
2016-01-08 19:00:00,None,271.33,3233
2016-01-08 20:00:00,None,270.74,2870
2016-01-08 21:00:00,None,270.15,2506
2016-01-08 22:00:00,None,269.395,2010
2016-01-08 23:00:00,None,268.64,1514
2016-01-09 00:00:00,None,266.47,1107
2016-01-09 01:00:00,None,264.72,690
2016-01-09 02:00:00,None,263.8,480
2016-01-09 03:00:00,None,262.445,376
2016-01-09 04:00:00,None,261.09,273
2016-01-09 05:00:00,None,260.40999999999997,562
2016-01-09 06:00:00,None,259.73,850
2016-01-09 07:00:00,None,259.315,1368
2016-01-09 08:00:00,None,258.9,1885
2016-01-09 09:00:00,None,258.995,2896
2016-01-09 10:00:00,None,259.09,3908
2016-01-09 11:00:00,None,259.03999999999996,4446
2016-01-09 12:00:00,None,258.99,4984
2016-01-09 13:00:00,None,258.725,4777
2016-01-09 14:00:00,None,258.46,4570
2016-01-09 15:00:00,None,257.90999999999997,4404
2016-01-09 16:00:00,None,257.36,4237
2016-01-09 17:00:00,None,256.845,4049
2016-01-09 18:00:00,None,256.33,3861
2016-01-09 19:00:00,None,255.765,3176
2016-01-09 20:00:00,None,255.2,2491
2016-01-09 21:00:00,None,254.41,2332
2016-01-09 22:00:00,None,253.62,2172
2016-01-09 23:00:00,None,252.785,1640
2016-01-10 00:00:00,None,251.95,1107
2016-01-10 01:00:00,None,251.55,794
2016-01-10 02:00:00,None,251.15,480
2016-01-10 03:00:00,None,250.72,376
2016-01-10 04:00:00,None,250.29,273
2016-01-10 05:00:00,None,249.885,510
2016-01-10 06:00:00,None,249.48,748
2016-01-10 07:00:00,None,249.35,1234
2016-01-10 08:00:00,None,249.22,1721
2016-01-10 09:00:00,None,250.36,2779
2016-01-10 10:00:00,None,251.15,3919
2016-01-10 11:00:00,None,252.44,3973
2016-01-10 12:00:00,None,253.08,3393
2016-01-10 13:00:00,None,254.28,3258
2016-01-10 14:00:00,None,254.55,3430
2016-01-10 15:00:00,None,254.82,3601
2016-01-10 16:00:00,None,254.735,3420
2016-01-10 17:00:00,None,254.65,3240
2016-01-10 18:00:00,None,253.24,2870
2016-01-10 19:00:00,None,251.83,2501
2016-01-10 20:00:00,None,250.85,2721
2016-01-10 21:00:00,None,249.87,2941
2016-01-10 22:00:00,None,249.375,1873
2016-01-10 23:00:00,None,248.88,805
2016-01-11 00:00:00,None,248.08,483
2016-01-11 01:00:00,None,248.22,269
2016-01-11 02:00:00,None,248.365,276
2016-01-11 03:00:00,None,248.51,284
2016-01-11 04:00:00,None,248.22,830
2016-01-11 05:00:00,None,248.32,2852
2016-01-11 06:00:00,None,248.42,4873
2016-01-11 07:00:00,None,248.515,5184
2016-01-11 08:00:00,None,248.61,5494
2016-01-11 09:00:00,None,249.8,4708
2016-01-11 10:00:00,None,250.99,3921
2016-01-11 11:00:00,None,255.21,4135
2016-01-11 12:00:00,None,255.78000000000003,4306
2016-01-11 13:00:00,None,256.35,4477
2016-01-11 14:00:00,None,257.05,5008
2016-01-11 15:00:00,None,257.75,5540
2016-01-11 16:00:00,None,257.84000000000003,5425
2016-01-11 17:00:00,None,257.93,5310
2016-01-11 18:00:00,None,258.005,3922
2016-01-11 19:00:00,None,258.08,2535
2016-01-11 20:00:00,None,258.19,2249
2016-01-11 21:00:00,None,258.3,1963
2016-01-11 22:00:00,None,256.65,1215
2016-01-11 23:00:00,None,256.505,850
2016-01-12 00:00:00,None,256.36,484
2016-01-12 01:00:00,None,255.55,326
2016-01-12 02:00:00,None,255.25,328
2016-01-12 03:00:00,None,254.95,331
2016-01-12 04:00:00,None,253.69,863
2016-01-12 05:00:00,None,253.29,2577
2016-01-12 06:00:00,None,252.35,5285
2016-01-12 07:00:00,None,252.14999999999998,5246
2016-01-12 08:00:00,None,251.95,5207
2016-01-12 09:00:00,None,252.155,4638
2016-01-12 10:00:00,None,252.36,4070
2016-01-12 11:00:00,None,254.42,4221
2016-01-12 12:00:00,None,254.95,4428
2016-01-12 13:00:00,None,255.48,4636
2016-01-12 14:00:00,None,256.17,5137
2016-01-12 15:00:00,None,256.86,5638
2016-01-12 16:00:00,None,256.65000000000003,5850
2016-01-12 17:00:00,None,256.44,6062
2016-01-12 18:00:00,None,255.365,4517
2016-01-12 19:00:00,None,254.29,2972
2016-01-12 20:00:00,None,253.86499999999998,3198
2016-01-12 21:00:00,None,253.44,3424
2016-01-12 22:00:00,None,253.07999999999998,2236
2016-01-12 23:00:00,None,252.72,1049
2016-01-13 00:00:00,None,252.14,655
2016-01-13 01:00:00,None,251.825,570
2016-01-13 02:00:00,None,251.51,486
2016-01-13 03:00:00,None,252.115,717
2016-01-13 04:00:00,None,252.72,948
2016-01-13 05:00:00,None,253.66500000000002,3268
2016-01-13 06:00:00,None,254.61,5587
2016-01-13 07:00:00,None,254.78500000000003,5889
2016-01-13 08:00:00,None,254.96,6191
2016-01-13 09:00:00,None,256.55,5206
2016-01-13 10:00:00,None,258.14,4222
2016-01-13 11:00:00,None,260.14,4430
2016-01-13 12:00:00,None,262.14,4639
2016-01-13 13:00:00,None,263.895,4903
2016-01-13 14:00:00,None,265.65,5167
2016-01-13 15:00:00,None,266.29499999999996,5902
2016-01-13 16:00:00,None,266.94,6636
2016-01-13 17:00:00,None,266.23,5642
2016-01-13 18:00:00,None,265.52,4648
2016-01-13 19:00:00,None,264.57,3675
2016-01-13 20:00:00,None,263.62,2702
2016-01-13 21:00:00,None,263.42,2144
2016-01-13 22:00:00,None,263.22,1587
2016-01-13 23:00:00,None,263.08,1049
2016-01-14 00:00:00,None,263.65,700
2016-01-14 01:00:00,None,264.22,351
2016-01-14 02:00:00,None,264.50666666666666,512
2016-01-14 03:00:00,None,264.79333333333335,674
2016-01-14 04:00:00,None,265.08,835
2016-01-14 05:00:00,None,265.115,2986
2016-01-14 06:00:00,None,265.15,5136
2016-01-14 07:00:00,None,265.4,5425
2016-01-14 08:00:00,None,265.65,5714
2016-01-14 09:00:00,None,265.86499999999995,5006
2016-01-14 10:00:00,None,266.08,4297
2016-01-14 11:00:00,None,267.08,4526
2016-01-14 12:00:00,None,268.08,4754
2016-01-14 13:00:00,None,268.79499999999996,5108
2016-01-14 14:00:00,None,269.51,5462
2016-01-14 15:00:00,None,269.54499999999996,6088
2016-01-14 16:00:00,None,269.58,6713
2016-01-14 17:00:00,None,269.365,5575
2016-01-14 18:00:00,None,269.15,4437
2016-01-14 19:00:00,None,269.185,3632
2016-01-14 20:00:00,None,269.22,2826
2016-01-14 21:00:00,None,269.08000000000004,2348
2016-01-14 22:00:00,None,268.94,1871
2016-01-14 23:00:00,None,268.76,1312
2016-01-15 00:00:00,None,268.58,753
2016-01-15 01:00:00,None,268.29,481
2016-01-15 02:00:00,None,268.05333333333334,597
2016-01-15 03:00:00,None,267.81666666666666,713
2016-01-15 04:00:00,None,267.58,829
2016-01-15 05:00:00,None,267.4,3112
2016-01-15 06:00:00,None,267.22,5394
2016-01-15 07:00:00,None,267.115,5448
2016-01-15 08:00:00,None,267.01,5502
2016-01-15 09:00:00,None,266.82,4974
2016-01-15 10:00:00,None,266.63,4447
2016-01-15 11:00:00,None,266.325,4800
2016-01-15 12:00:00,None,266.02,5154
2016-01-15 13:00:00,None,266.515,5358
2016-01-15 14:00:00,None,267.01,5563
2016-01-15 15:00:00,None,266.9,6023
2016-01-15 16:00:00,None,266.79,6483
2016-01-15 17:00:00,None,266.305,5641
2016-01-15 18:00:00,None,265.82,4799
2016-01-15 19:00:00,None,265.455,3870
2016-01-15 20:00:00,None,265.09,2942
2016-01-15 21:00:00,None,263.975,3133
2016-01-15 22:00:00,None,262.86,3324
2016-01-15 23:00:00,None,262.01,1700
2016-01-16 00:00:00,None,261.73,1467
2016-01-16 01:00:00,None,261.28,1033
2016-01-16 02:00:00,None,259.8,738
2016-01-16 03:00:00,None,258.9666666666667,721
2016-01-16 04:00:00,None,258.1333333333333,705
2016-01-16 05:00:00,None,257.3,688
2016-01-16 06:00:00,None,255.22,1211
2016-01-16 07:00:00,None,254.68,1870
2016-01-16 08:00:00,None,254.51,2603
2016-01-16 09:00:00,None,254.865,3174
2016-01-16 10:00:00,None,255.22,3746
2016-01-16 11:00:00,None,255.35,4207
2016-01-16 12:00:00,None,255.51,4601
2016-01-16 13:00:00,None,255.69,4616
2016-01-16 14:00:00,None,255.87,4632
2016-01-16 15:00:00,None,255.51,4634
2016-01-16 16:00:00,None,255.15,4636
2016-01-16 17:00:00,None,254.305,4276
2016-01-16 18:00:00,None,253.46,3917
2016-01-16 19:00:00,None,252.84,3300
2016-01-16 20:00:00,None,252.22,2683
2016-01-16 21:00:00,None,251.785,2516
2016-01-16 22:00:00,None,251.35,2349
2016-01-16 23:00:00,None,250.35,2082
2016-01-17 00:00:00,None,250.15,1065
2016-01-17 01:00:00,None,249.45,854
2016-01-17 02:00:00,None,248.75,644
2016-01-17 03:00:00,None,248.41,343
2016-01-17 04:00:00,None,248.28,466
2016-01-17 05:00:00,None,247.98000000000002,698
2016-01-17 06:00:00,None,247.68,929
2016-01-17 07:00:00,None,247.15,1430
2016-01-17 08:00:00,None,247.15,1988
2016-01-17 09:00:00,None,248.68,2524
2016-01-17 10:00:00,None,249.29,2857
2016-01-17 11:00:00,None,251.15,3172
2016-01-17 12:00:00,None,252.015,3563
2016-01-17 13:00:00,None,252.88,3954
2016-01-17 14:00:00,None,253.44,3746
2016-01-17 15:00:00,None,253.655,3748
2016-01-17 16:00:00,None,253.87,3749
2016-01-17 17:00:00,None,253.37,3320
2016-01-17 18:00:00,None,252.87,2891
2016-01-17 19:00:00,None,252.20499999999998,2488
2016-01-17 20:00:00,None,251.54,2084
2016-01-17 21:00:00,None,251.20499999999998,1684
2016-01-17 22:00:00,None,250.87,1284
2016-01-17 23:00:00,None,249.93,977
2016-01-18 00:00:00,None,249.64,656
2016-01-18 01:00:00,None,249.35,335
2016-01-18 02:00:00,None,248.62,263
2016-01-18 03:00:00,None,248.44,883
2016-01-18 04:00:00,None,248.26000000000002,1504
2016-01-18 05:00:00,None,248.08,2124
2016-01-18 06:00:00,None,248.28,4199
2016-01-18 07:00:00,None,248.68,4193
2016-01-18 08:00:00,None,249.65,3497
2016-01-18 09:00:00,None,250.41,3709
2016-01-18 10:00:00,None,251.27499999999998,3814
2016-01-18 11:00:00,None,252.14,3919
2016-01-18 12:00:00,None,254.54,4133
2016-01-18 13:00:00,None,255.04500000000002,4436
2016-01-18 14:00:00,None,255.55,4738
2016-01-18 15:00:00,None,255.85,4810
2016-01-18 16:00:00,None,256.15,4883
2016-01-18 17:00:00,None,255.32999999999998,4276
2016-01-18 18:00:00,None,254.51,3669
2016-01-18 19:00:00,None,253.3,2905
2016-01-18 20:00:00,None,252.09,2141
2016-01-18 21:00:00,None,251.655,1778
2016-01-18 22:00:00,None,251.22,1416
2016-01-18 23:00:00,None,250.985,1096
2016-01-19 00:00:00,None,250.75,775
2016-01-19 01:00:00,None,250.72,648
2016-01-19 02:00:00,None,250.69,520
2016-01-19 03:00:00,None,250.525,832
2016-01-19 04:00:00,None,250.36,1144
2016-01-19 05:00:00,None,250.055,3406
2016-01-19 06:00:00,None,249.75,5669
2016-01-19 07:00:00,None,249.62,5776
2016-01-19 08:00:00,None,249.49,5883
2016-01-19 09:00:00,None,250.685,5150
2016-01-19 10:00:00,None,251.88,4416
2016-01-19 11:00:00,None,254.215,4586
2016-01-19 12:00:00,None,256.55,4757
2016-01-19 13:00:00,None,257.53,4918
2016-01-19 14:00:00,None,258.51,5079
2016-01-19 15:00:00,None,258.83,5907
2016-01-19 16:00:00,None,259.15,6735
2016-01-19 17:00:00,None,259.28999999999996,5622
2016-01-19 18:00:00,None,259.43,4510
2016-01-19 19:00:00,None,259.46500000000003,3585
2016-01-19 20:00:00,None,259.5,2660
2016-01-19 21:00:00,None,259.58,2388
2016-01-19 22:00:00,None,259.65,1692
2016-01-19 23:00:00,None,259.72,997
2016-01-20 00:00:00,None,259.865,658
2016-01-20 01:00:00,None,260.01,319
2016-01-20 02:00:00,None,260.5,254
2016-01-20 03:00:00,None,260.48,345
2016-01-20 04:00:00,None,260.745,1469
2016-01-20 05:00:00,None,261.01,2593
2016-01-20 06:00:00,None,261.41499999999996,4149
2016-01-20 07:00:00,None,261.82,5705
2016-01-20 08:00:00,None,262.23499999999996,5414
2016-01-20 09:00:00,None,262.65,5122
2016-01-20 10:00:00,None,264.08,4402
2016-01-20 11:00:00,None,264.72,4545
2016-01-20 12:00:00,None,265.36,4688
2016-01-20 13:00:00,None,266.15,4740
2016-01-20 14:00:00,None,266.36499999999995,5200
2016-01-20 15:00:00,None,266.58,5661
2016-01-20 16:00:00,None,266.66999999999996,6078
2016-01-20 17:00:00,None,266.76,6494
2016-01-20 18:00:00,None,266.81,4838
2016-01-20 19:00:00,None,266.86,3183
2016-01-20 20:00:00,None,267.005,2760
2016-01-20 21:00:00,None,267.15,2338
2016-01-20 22:00:00,None,267.115,1678
2016-01-20 23:00:00,None,267.08,1017
2016-01-21 00:00:00,None,267.15,539
2016-01-21 01:00:00,None,267.22,335
2016-01-21 02:00:00,None,267.305,327
2016-01-21 03:00:00,None,267.39,319
2016-01-21 04:00:00,None,267.57,874
2016-01-21 05:00:00,None,267.5733333333333,2658
2016-01-21 06:00:00,None,267.57666666666665,4443
2016-01-21 07:00:00,None,267.58,6227
2016-01-21 08:00:00,None,267.53999999999996,5525
2016-01-21 09:00:00,None,267.5,4823
2016-01-21 10:00:00,None,267.65,4684
2016-01-21 11:00:00,None,267.8,4545
2016-01-21 12:00:00,None,267.79,4906
2016-01-21 13:00:00,None,267.735,5076
2016-01-21 14:00:00,None,267.68,5246
2016-01-21 15:00:00,None,267.45000000000005,5977
2016-01-21 16:00:00,None,267.22,6708
2016-01-21 17:00:00,None,267.12,5488
2016-01-21 18:00:00,None,267.02,4269
2016-01-21 19:00:00,None,266.95,3634
2016-01-21 20:00:00,None,266.88,2998
2016-01-21 21:00:00,None,266.875,2504
2016-01-21 22:00:00,None,266.87,2010
2016-01-21 23:00:00,None,266.81,1430
2016-01-22 00:00:00,None,266.75,850
2016-01-22 01:00:00,None,266.7,718
2016-01-22 02:00:00,None,266.65,585
2016-01-22 03:00:00,None,266.435,776
2016-01-22 04:00:00,None,266.22,966
2016-01-22 05:00:00,None,265.985,3252
2016-01-22 06:00:00,None,265.75,5538
2016-01-22 07:00:00,None,265.65,5499
2016-01-22 08:00:00,None,265.55,5460
2016-01-22 09:00:00,None,265.655,4964
2016-01-22 10:00:00,None,265.76,4469
2016-01-22 11:00:00,None,266.205,4908
2016-01-22 12:00:00,None,266.65,5346
2016-01-22 13:00:00,None,267.1,5438
2016-01-22 14:00:00,None,267.55,5529
2016-01-22 15:00:00,None,267.885,6080
2016-01-22 16:00:00,None,268.22,6630
2016-01-22 17:00:00,None,267.69000000000005,5645
2016-01-22 18:00:00,None,267.16,4660
2016-01-22 19:00:00,None,265.765,3775
2016-01-22 20:00:00,None,264.37,2890
2016-01-22 21:00:00,None,263.33000000000004,2864
2016-01-22 22:00:00,None,262.29,2837
2016-01-22 23:00:00,None,263.36,1894
2016-01-23 00:00:00,None,263.93,1313
2016-01-23 01:00:00,None,264.55,827
2016-01-23 02:00:00,None,264.995,634
2016-01-23 03:00:00,None,265.44,440
2016-01-23 04:00:00,None,265.46000000000004,806
2016-01-23 05:00:00,None,265.48,1173
2016-01-23 06:00:00,None,265.48,1340
2016-01-23 07:00:00,None,265.48,1508
2016-01-23 08:00:00,None,265.48,2419
2016-01-23 09:00:00,None,265.48,3330
2016-01-23 10:00:00,None,265.75,3858
2016-01-23 11:00:00,None,266.02,4385
2016-01-23 12:00:00,None,266.72,4806
2016-01-23 13:00:00,None,267.185,4708
2016-01-23 14:00:00,None,267.65,4610
2016-01-23 15:00:00,None,267.6,4752
2016-01-23 16:00:00,None,267.55,4894
2016-01-23 17:00:00,None,267.20500000000004,4574
2016-01-23 18:00:00,None,266.86,4253
2016-01-23 19:00:00,None,266.895,3521
2016-01-23 20:00:00,None,266.93,2789
2016-01-23 21:00:00,None,267.17,3377
2016-01-23 22:00:00,None,267.41,3965
2016-01-23 23:00:00,None,268.15,2034
2016-01-24 00:00:00,None,268.41,1313
2016-01-24 01:00:00,None,268.93,827
2016-01-24 02:00:00,None,269.15,664
2016-01-24 03:00:00,None,269.35,440
2016-01-24 04:00:00,None,269.535,480
2016-01-24 05:00:00,None,269.72,520
2016-01-24 06:00:00,None,269.69,825
2016-01-24 07:00:00,None,269.78499999999997,1360
2016-01-24 08:00:00,None,269.88,1895
2016-01-24 09:00:00,None,270.15,2494
2016-01-24 10:00:00,None,270.42,3093
2016-01-24 11:00:00,None,271.15,3590
2016-01-24 12:00:00,None,271.35,3878
2016-01-24 13:00:00,None,271.55,4166
2016-01-24 14:00:00,None,271.815,4016
2016-01-24 15:00:00,None,272.08,3865
2016-01-24 16:00:00,None,272.115,3992
2016-01-24 17:00:00,None,272.15,4120
2016-01-24 18:00:00,None,272.08,3411
2016-01-24 19:00:00,None,272.01,2702
2016-01-24 20:00:00,None,271.9,2582
2016-01-24 21:00:00,None,271.79,2463
2016-01-24 22:00:00,None,271.755,1749
2016-01-24 23:00:00,None,271.72,1035
2016-01-25 00:00:00,None,271.28,461
2016-01-25 01:00:00,None,271.215,360
2016-01-25 02:00:00,None,271.15,260
2016-01-25 03:00:00,None,270.9,322
2016-01-25 04:00:00,None,270.84,1893
2016-01-25 05:00:00,None,270.78000000000003,3463
2016-01-25 06:00:00,None,270.72,5034
2016-01-25 07:00:00,None,270.65,5511
2016-01-25 08:00:00,None,270.685,5156
2016-01-25 09:00:00,None,270.72,4801
2016-01-25 10:00:00,None,270.86,4100
2016-01-25 11:00:00,None,271.04,4213
2016-01-25 12:00:00,None,271.22,4326
2016-01-25 13:00:00,None,271.22,4566
2016-01-25 14:00:00,None,271.22,4805
2016-01-25 15:00:00,None,271.65000000000003,5557
2016-01-25 16:00:00,None,272.08,6309
2016-01-25 17:00:00,None,271.935,5320
2016-01-25 18:00:00,None,271.79,4332
2016-01-25 19:00:00,None,271.79,3318
2016-01-25 20:00:00,None,271.79,2303
2016-01-25 21:00:00,None,271.635,2564
2016-01-25 22:00:00,None,271.48,2826
2016-01-25 23:00:00,None,270.72,1598
2016-01-26 00:00:00,None,270.33500000000004,956
2016-01-26 01:00:00,None,269.95,314
2016-01-26 02:00:00,None,269.29,279
2016-01-26 03:00:00,None,269.22,326
2016-01-26 04:00:00,None,269.15,1536
2016-01-26 05:00:00,None,269.08,2747
2016-01-26 06:00:00,None,268.96,4077
2016-01-26 07:00:00,None,268.84,5407
2016-01-26 08:00:00,None,268.625,5161
2016-01-26 09:00:00,None,268.41,4915
2016-01-26 10:00:00,None,268.845,4532
2016-01-26 11:00:00,None,269.28,4148
2016-01-26 12:00:00,None,270.41,4541
2016-01-26 13:00:00,None,270.6,4804
2016-01-26 14:00:00,None,270.79,5067
2016-01-26 15:00:00,None,270.735,5834
2016-01-26 16:00:00,None,270.68,6600
2016-01-26 17:00:00,None,270.28,5520
2016-01-26 18:00:00,None,269.88,4439
2016-01-26 19:00:00,None,269.615,4071
2016-01-26 20:00:00,None,269.35,3703
2016-01-26 21:00:00,None,268.785,2724
2016-01-26 22:00:00,None,268.22,1745
2016-01-26 23:00:00,None,265.73,995
2016-01-27 00:00:00,None,263.73,550
2016-01-27 01:00:00,None,262.48,412
